"position" "class" "mc" "h" "uc" "group" "generation"
13706450 "CG" 0 13 13 "119_1_r1" "119_1"
13706451 "CHG" 0 13 13 "119_1_r1" "119_1"
13706453 "CHG" 0 13 13 "119_1_r1" "119_1"
13706454 "CHH" 0 13 13 "119_1_r1" "119_1"
13706457 "CHG" 0 12 12 "119_1_r1" "119_1"
13706458 "CG" 0 12 12 "119_1_r1" "119_1"
13706459 "CG" 0 16 16 "119_1_r1" "119_1"
13706460 "CHG" 0 10 10 "119_1_r1" "119_1"
13706462 "CHG" 0 17 17 "119_1_r1" "119_1"
13706463 "CHH" 0 17 17 "119_1_r1" "119_1"
13706464 "CHH" 0 10 10 "119_1_r1" "119_1"
13706468 "CHH" 0 10 10 "119_1_r1" "119_1"
13706470 "CHH" 0 10 10 "119_1_r1" "119_1"
13706473 "CHH" 0 10 10 "119_1_r1" "119_1"
13706476 "CHH" 0 9 9 "119_1_r1" "119_1"
13706479 "CHH" 0 19 19 "119_1_r1" "119_1"
13706481 "CHH" 0 8 8 "119_1_r1" "119_1"
13706485 "CHH" 0 20 20 "119_1_r1" "119_1"
13706486 "CHH" 0 20 20 "119_1_r1" "119_1"
13706489 "CHH" 0 21 21 "119_1_r1" "119_1"
13706491 "CHH" 0 7 7 "119_1_r1" "119_1"
13706492 "CHH" 0 7 7 "119_1_r1" "119_1"
13706495 "CHH" 0 7 7 "119_1_r1" "119_1"
13706497 "CG" 0 6 6 "119_1_r1" "119_1"
13706498 "CG" 0 25 25 "119_1_r1" "119_1"
13706499 "CHG" 0 5 5 "119_1_r1" "119_1"
13706501 "CHG" 0 23 23 "119_1_r1" "119_1"
13706502 "CHG" 0 5 5 "119_1_r1" "119_1"
13706504 "CHG" 2 24 22 "119_1_r1" "119_1"
13706509 "CHH" 0 3 3 "119_1_r1" "119_1"
13706511 "CG" 0 2 2 "119_1_r1" "119_1"
13706512 "CG" 0 27 27 "119_1_r1" "119_1"
13706513 "CHH" 1 2 1 "119_1_r1" "119_1"
13706515 "CHH" 0 3 3 "119_1_r1" "119_1"
13706516 "CHH" 0 3 3 "119_1_r1" "119_1"
13706517 "CHH" 0 3 3 "119_1_r1" "119_1"
13706524 "CHH" 0 28 28 "119_1_r1" "119_1"
13706525 "CHH" 0 3 3 "119_1_r1" "119_1"
13706529 "CHH" 0 2 2 "119_1_r1" "119_1"
13706530 "CHH" 0 2 2 "119_1_r1" "119_1"
13706535 "CHG" 0 2 2 "119_1_r1" "119_1"
13706537 "CHG" 0 28 28 "119_1_r1" "119_1"
13706538 "CHH" 0 28 28 "119_1_r1" "119_1"
13706539 "CHH" 1 28 27 "119_1_r1" "119_1"
13706540 "CHH" 0 3 3 "119_1_r1" "119_1"
13706543 "CHH" 0 3 3 "119_1_r1" "119_1"
13706551 "CHH" 0 27 27 "119_1_r1" "119_1"
13706552 "CHH" 0 27 27 "119_1_r1" "119_1"
13706553 "CHH" 0 6 6 "119_1_r1" "119_1"
13706554 "CHH" 0 6 6 "119_1_r1" "119_1"
13706555 "CHH" 0 6 6 "119_1_r1" "119_1"
13706561 "CHH" 0 26 26 "119_1_r1" "119_1"
13706562 "CHH" 0 7 7 "119_1_r1" "119_1"
13706564 "CHH" 0 8 8 "119_1_r1" "119_1"
13706566 "CHH" 0 8 8 "119_1_r1" "119_1"
13706567 "CHH" 0 8 8 "119_1_r1" "119_1"
13706570 "CHH" 0 6 6 "119_1_r1" "119_1"
13706573 "CHH" 1 33 32 "119_1_r1" "119_1"
13706574 "CHH" 0 34 34 "119_1_r1" "119_1"
13706576 "CHH" 0 35 35 "119_1_r1" "119_1"
13706577 "CHG" 0 6 6 "119_1_r1" "119_1"
13706579 "CHG" 0 37 37 "119_1_r1" "119_1"
13706580 "CHH" 0 36 36 "119_1_r1" "119_1"
13706581 "CHH" 0 6 6 "119_1_r1" "119_1"
13706582 "CHH" 0 7 7 "119_1_r1" "119_1"
13706584 "CHH" 0 7 7 "119_1_r1" "119_1"
13706587 "CHH" 0 38 38 "119_1_r1" "119_1"
13706589 "CHH" 0 8 8 "119_1_r1" "119_1"
13706591 "CHH" 0 9 9 "119_1_r1" "119_1"
13706596 "CHH" 0 40 40 "119_1_r1" "119_1"
13706597 "CHH" 0 41 41 "119_1_r1" "119_1"
13706598 "CHH" 0 10 10 "119_1_r1" "119_1"
13706604 "CHH" 1 43 42 "119_1_r1" "119_1"
13706605 "CHH" 0 43 43 "119_1_r1" "119_1"
13706606 "CHH" 0 43 43 "119_1_r1" "119_1"
13706607 "CHH" 0 10 10 "119_1_r1" "119_1"
13706610 "CHH" 0 45 45 "119_1_r1" "119_1"
13706614 "CHH" 0 45 45 "119_1_r1" "119_1"
13706615 "CHH" 0 10 10 "119_1_r1" "119_1"
13706617 "CHH" 0 10 10 "119_1_r1" "119_1"
13706625 "CHH" 0 10 10 "119_1_r1" "119_1"
13706628 "CHH" 0 10 9 "119_1_r1" "119_1"
13706630 "CHH" 0 10 10 "119_1_r1" "119_1"
13706633 "CHH" 0 10 9 "119_1_r1" "119_1"
13706636 "CHH" 0 47 47 "119_1_r1" "119_1"
13706642 "CHH" 1 46 45 "119_1_r1" "119_1"
13706643 "CHH" 0 9 8 "119_1_r1" "119_1"
13706645 "CHH" 0 9 9 "119_1_r1" "119_1"
13706648 "CHH" 0 48 48 "119_1_r1" "119_1"
13706649 "CHH" 0 48 48 "119_1_r1" "119_1"
13706650 "CHH" 0 7 7 "119_1_r1" "119_1"
13706651 "CHH" 0 7 6 "119_1_r1" "119_1"
13706658 "CHH" 0 48 48 "119_1_r1" "119_1"
13706659 "CHH" 0 47 47 "119_1_r1" "119_1"
13706660 "CHH" 0 7 7 "119_1_r1" "119_1"
13706661 "CHH" 1 7 5 "119_1_r1" "119_1"
13706663 "CHH" 0 7 6 "119_1_r1" "119_1"
13706664 "CHH" 0 7 7 "119_1_r1" "119_1"
13706667 "CHH" 0 51 50 "119_1_r1" "119_1"
13706672 "CG" 0 5 5 "119_1_r1" "119_1"
13706673 "CG" 0 50 49 "119_1_r1" "119_1"
13706682 "CHH" 0 47 47 "119_1_r1" "119_1"
13706685 "CHH" 0 7 7 "119_1_r1" "119_1"
13706693 "CHH" 0 6 6 "119_1_r1" "119_1"
13706694 "CHH" 0 6 6 "119_1_r1" "119_1"
13706695 "CHH" 0 6 6 "119_1_r1" "119_1"
13706696 "CHH" 0 5 5 "119_1_r1" "119_1"
13706697 "CHH" 0 5 5 "119_1_r1" "119_1"
13706702 "CHH" 0 4 3 "119_1_r1" "119_1"
13706706 "CHH" 0 50 50 "119_1_r1" "119_1"
13706715 "CHH" 0 46 46 "119_1_r1" "119_1"
13706717 "CHH" 0 46 46 "119_1_r1" "119_1"
13706720 "CHH" 0 5 5 "119_1_r1" "119_1"
13706722 "CHH" 0 5 5 "119_1_r1" "119_1"
13706729 "CHG" 0 6 6 "119_1_r1" "119_1"
13706731 "CHG" 0 40 40 "119_1_r1" "119_1"
13706735 "CHH" 0 6 6 "119_1_r1" "119_1"
13706737 "CHH" 0 6 6 "119_1_r1" "119_1"
13706740 "CHH" 0 7 7 "119_1_r1" "119_1"
13706743 "CHH" 1 32 31 "119_1_r1" "119_1"
13706746 "CHH" 0 9 9 "119_1_r1" "119_1"
13706748 "CHH" 0 10 10 "119_1_r1" "119_1"
13706751 "CHH" 1 28 27 "119_1_r1" "119_1"
13706757 "CHH" 0 14 14 "119_1_r1" "119_1"
13706765 "CHH" 0 14 14 "119_1_r1" "119_1"
13706770 "CHH" 1 16 15 "119_1_r1" "119_1"
13706772 "CHH" 1 14 13 "119_1_r1" "119_1"
13706779 "CHH" 1 9 8 "119_1_r1" "119_1"
13706782 "CHG" 0 16 16 "119_1_r1" "119_1"
13706784 "CHG" 0 7 7 "119_1_r1" "119_1"
13706786 "CHH" 1 7 6 "119_1_r1" "119_1"
13706788 "CHH" 0 15 15 "119_1_r1" "119_1"
13706789 "CHH" 0 15 15 "119_1_r1" "119_1"
13706792 "CHH" 0 7 7 "119_1_r1" "119_1"
13706793 "CHH" 0 7 7 "119_1_r1" "119_1"
13706797 "CHH" 0 5 5 "119_1_r1" "119_1"
13706801 "CG" 0 14 14 "119_1_r1" "119_1"
13706802 "CG" 0 6 6 "119_1_r1" "119_1"
13706804 "CHH" 0 5 5 "119_1_r1" "119_1"
13706805 "CHH" 0 14 14 "119_1_r1" "119_1"
13706806 "CHH" 0 14 14 "119_1_r1" "119_1"
13706809 "CHH" 0 5 5 "119_1_r1" "119_1"
13706814 "CHH" 0 5 5 "119_1_r1" "119_1"
13706817 "CHH" 0 4 4 "119_1_r1" "119_1"
13706818 "CHH" 0 13 13 "119_1_r1" "119_1"
13706821 "CHH" 0 4 4 "119_1_r1" "119_1"
13706822 "CHH" 0 12 12 "119_1_r1" "119_1"
13706825 "CHH" 0 4 4 "119_1_r1" "119_1"
13706826 "CG" 0 11 11 "119_1_r1" "119_1"
13706827 "CG" 0 3 3 "119_1_r1" "119_1"
13706829 "CHH" 0 3 3 "119_1_r1" "119_1"
13706834 "CHH" 0 3 3 "119_1_r1" "119_1"
13706836 "CHH" 1 3 2 "119_1_r1" "119_1"
13706842 "CHH" 0 8 8 "119_1_r1" "119_1"
13706849 "CHH" 0 1 1 "119_1_r1" "119_1"
13706853 "CHH" 0 1 1 "119_1_r1" "119_1"
13706860 "CHH" 0 1 1 "119_1_r1" "119_1"
13706862 "CHH" 0 1 1 "119_1_r1" "119_1"
13706874 "CHH" 0 2 2 "119_1_r1" "119_1"
13706880 "CHH" 0 3 3 "119_1_r1" "119_1"
13706890 "CHH" 0 1 1 "119_1_r1" "119_1"
13706895 "CHH" 0 3 3 "119_1_r1" "119_1"
13706897 "CHH" 0 3 3 "119_1_r1" "119_1"
13706912 "CHH" 0 1 1 "119_1_r1" "119_1"
13706917 "CHH" 0 1 1 "119_1_r1" "119_1"
13706918 "CHH" 0 1 1 "119_1_r1" "119_1"
13706919 "CHH" 0 1 1 "119_1_r1" "119_1"
13706920 "CHH" 0 2 2 "119_1_r1" "119_1"
13706930 "CHH" 1 3 2 "119_1_r1" "119_1"
13706937 "CHH" 0 2 2 "119_1_r1" "119_1"
13706946 "CHH" 0 1 1 "119_1_r1" "119_1"
13706949 "CHH" 0 2 2 "119_1_r1" "119_1"
13706957 "CG" 0 2 2 "119_1_r1" "119_1"
13706958 "CG" 0 3 3 "119_1_r1" "119_1"
13706959 "CHH" 0 2 2 "119_1_r1" "119_1"
13706963 "CHH" 0 3 3 "119_1_r1" "119_1"
13706964 "CHH" 0 3 3 "119_1_r1" "119_1"
13706968 "CHH" 0 3 3 "119_1_r1" "119_1"
13706969 "CHG" 0 3 3 "119_1_r1" "119_1"
13706971 "CHG" 0 3 3 "119_1_r1" "119_1"
13706979 "CHH" 0 2 2 "119_1_r1" "119_1"
13706983 "CHH" 0 2 2 "119_1_r1" "119_1"
13706987 "CHH" 0 2 2 "119_1_r1" "119_1"
13706989 "CG" 0 2 2 "119_1_r1" "119_1"
13706990 "CG" 0 5 5 "119_1_r1" "119_1"
13706993 "CHH" 0 5 5 "119_1_r1" "119_1"
13706995 "CHH" 0 5 5 "119_1_r1" "119_1"
13707003 "CHH" 0 5 5 "119_1_r1" "119_1"
13707004 "CHH" 0 5 5 "119_1_r1" "119_1"
13707005 "CHH" 0 5 5 "119_1_r1" "119_1"
13707006 "CHH" 0 2 2 "119_1_r1" "119_1"
13707022 "CHH" 0 3 3 "119_1_r1" "119_1"
13707029 "CHH" 0 3 3 "119_1_r1" "119_1"
13707037 "CHH" 0 3 3 "119_1_r1" "119_1"
13707038 "CHH" 0 3 3 "119_1_r1" "119_1"
13707042 "CHH" 0 5 5 "119_1_r1" "119_1"
13707044 "CHH" 0 6 6 "119_1_r1" "119_1"
13707045 "CHH" 0 6 6 "119_1_r1" "119_1"
13707048 "CHH" 0 2 2 "119_1_r1" "119_1"
13707050 "CHH" 0 2 2 "119_1_r1" "119_1"
13707053 "CHH" 0 7 7 "119_1_r1" "119_1"
13707060 "CHH" 0 5 5 "119_1_r1" "119_1"
13707063 "CHH" 0 2 2 "119_1_r1" "119_1"
13707066 "CHH" 0 5 5 "119_1_r1" "119_1"
13707069 "CHH" 0 5 5 "119_1_r1" "119_1"
13707071 "CHH" 0 2 2 "119_1_r1" "119_1"
13707078 "CHH" 0 2 2 "119_1_r1" "119_1"
13707080 "CHH" 0 2 2 "119_1_r1" "119_1"
13707084 "CHH" 0 2 2 "119_1_r1" "119_1"
13707087 "CHH" 0 2 2 "119_1_r1" "119_1"
13707092 "CHH" 0 2 2 "119_1_r1" "119_1"
13707096 "CHH" 0 5 5 "119_1_r1" "119_1"
13707101 "CHH" 0 2 2 "119_1_r1" "119_1"
13707120 "CHG" 0 6 6 "119_1_r1" "119_1"
13707122 "CHH" 0 6 6 "119_1_r1" "119_1"
13707134 "CHH" 0 6 6 "119_1_r1" "119_1"
13707135 "CHH" 0 6 6 "119_1_r1" "119_1"
13707145 "CHG" 0 9 9 "119_1_r1" "119_1"
13707146 "CHH" 0 9 9 "119_1_r1" "119_1"
13707151 "CG" 0 10 10 "119_1_r1" "119_1"
13707157 "CHH" 0 10 10 "119_1_r1" "119_1"
13707171 "CHH" 0 11 11 "119_1_r1" "119_1"
13707174 "CHH" 0 1 1 "119_1_r1" "119_1"
13707176 "CHH" 0 1 1 "119_1_r1" "119_1"
13707182 "CHH" 0 1 1 "119_1_r1" "119_1"
13707184 "CHH" 0 1 1 "119_1_r1" "119_1"
13707188 "CHH" 0 1 1 "119_1_r1" "119_1"
13707190 "CHH" 0 1 1 "119_1_r1" "119_1"
13707191 "CHH" 0 1 1 "119_1_r1" "119_1"
13707193 "CHG" 0 1 1 "119_1_r1" "119_1"
13707195 "CHG" 0 9 9 "119_1_r1" "119_1"
13707197 "CHH" 0 10 10 "119_1_r1" "119_1"
13707198 "CHH" 0 2 2 "119_1_r1" "119_1"
13707202 "CHH" 0 2 2 "119_1_r1" "119_1"
13707207 "CHH" 0 2 2 "119_1_r1" "119_1"
13707210 "CHH" 0 9 9 "119_1_r1" "119_1"
13707213 "CHH" 0 9 9 "119_1_r1" "119_1"
13707216 "CHH" 0 3 3 "119_1_r1" "119_1"
13707220 "CHH" 0 9 9 "119_1_r1" "119_1"
13707222 "CG" 0 4 4 "119_1_r1" "119_1"
13707223 "CG" 0 10 10 "119_1_r1" "119_1"
13707236 "CHH" 0 8 8 "119_1_r1" "119_1"
13707237 "CHH" 0 8 8 "119_1_r1" "119_1"
13707241 "CHH" 0 5 5 "119_1_r1" "119_1"
13707253 "CHH" 0 5 5 "119_1_r1" "119_1"
13707258 "CHH" 0 4 4 "119_1_r1" "119_1"
13707259 "CHH" 0 4 4 "119_1_r1" "119_1"
13707260 "CHH" 0 7 7 "119_1_r1" "119_1"
13707266 "CHH" 0 4 4 "119_1_r1" "119_1"
13707267 "CHH" 0 4 4 "119_1_r1" "119_1"
13707268 "CHH" 1 8 7 "119_1_r1" "119_1"
13707271 "CHH" 0 8 8 "119_1_r1" "119_1"
13707278 "CHH" 0 9 9 "119_1_r1" "119_1"
13707285 "CHH" 0 4 4 "119_1_r1" "119_1"
13707290 "CHH" 0 4 4 "119_1_r1" "119_1"
13707296 "CHH" 0 5 5 "119_1_r1" "119_1"
13707300 "CHH" 0 6 6 "119_1_r1" "119_1"
13707302 "CG" 0 6 6 "119_1_r1" "119_1"
13707303 "CG" 0 5 5 "119_1_r1" "119_1"
13707305 "CHH" 0 6 6 "119_1_r1" "119_1"
13707310 "CHH" 0 6 6 "119_1_r1" "119_1"
13707314 "CHH" 0 6 6 "119_1_r1" "119_1"
13707317 "CHH" 0 6 6 "119_1_r1" "119_1"
13707319 "CHH" 0 4 4 "119_1_r1" "119_1"
13707320 "CHH" 0 4 4 "119_1_r1" "119_1"
13707323 "CHH" 0 4 4 "119_1_r1" "119_1"
13707331 "CHH" 0 6 6 "119_1_r1" "119_1"
13707338 "CHH" 0 4 4 "119_1_r1" "119_1"
13707345 "CHH" 0 2 2 "119_1_r1" "119_1"
13707349 "CHH" 0 2 2 "119_1_r1" "119_1"
13707352 "CHH" 0 6 6 "119_1_r1" "119_1"
13707354 "CHH" 1 6 5 "119_1_r1" "119_1"
13707360 "CHH" 0 4 4 "119_1_r1" "119_1"
13707373 "CHH" 0 4 4 "119_1_r1" "119_1"
13707379 "CHG" 0 5 5 "119_1_r1" "119_1"
13707380 "CG" 0 5 5 "119_1_r1" "119_1"
13707381 "CG" 0 3 3 "119_1_r1" "119_1"
13707385 "CHG" 0 5 5 "119_1_r1" "119_1"
13707387 "CHG" 0 4 4 "119_1_r1" "119_1"
13707389 "CHH" 0 4 4 "119_1_r1" "119_1"
13707391 "CHH" 1 4 3 "119_1_r1" "119_1"
13707394 "CHH" 0 5 5 "119_1_r1" "119_1"
13707398 "CHH" 0 4 4 "119_1_r1" "119_1"
13707407 "CG" 1 5 4 "119_1_r1" "119_1"
13707408 "CG" 0 4 4 "119_1_r1" "119_1"
13707412 "CHH" 0 5 5 "119_1_r1" "119_1"
13707418 "CHH" 0 5 5 "119_1_r1" "119_1"
13707421 "CHH" 0 4 4 "119_1_r1" "119_1"
13707422 "CHH" 0 4 4 "119_1_r1" "119_1"
13707425 "CHG" 0 4 4 "119_1_r1" "119_1"
13707427 "CHG" 0 6 6 "119_1_r1" "119_1"
13707431 "CHH" 0 4 4 "119_1_r1" "119_1"
13707437 "CHH" 0 4 4 "119_1_r1" "119_1"
13707439 "CHH" 0 3 3 "119_1_r1" "119_1"
13707443 "CHG" 0 3 3 "119_1_r1" "119_1"
13707445 "CHG" 0 8 8 "119_1_r1" "119_1"
13707450 "CHH" 0 10 10 "119_1_r1" "119_1"
13707454 "CHH" 0 11 11 "119_1_r1" "119_1"
13707455 "CHH" 0 11 11 "119_1_r1" "119_1"
13707456 "CHH" 0 2 2 "119_1_r1" "119_1"
13707458 "CHH" 0 2 2 "119_1_r1" "119_1"
13707465 "CHH" 0 1 1 "119_1_r1" "119_1"
13707470 "CHH" 0 1 1 "119_1_r1" "119_1"
13707483 "CHH" 0 16 16 "119_1_r1" "119_1"
13707507 "CHH" 0 1 1 "119_1_r1" "119_1"
13707512 "CHH" 0 2 2 "119_1_r1" "119_1"
13707513 "CHG" 0 2 2 "119_1_r1" "119_1"
13707515 "CHG" 0 19 19 "119_1_r1" "119_1"
13707519 "CHH" 0 19 19 "119_1_r1" "119_1"
13707529 "CHH" 1 17 16 "119_1_r1" "119_1"
13707531 "CHH" 0 17 17 "119_1_r1" "119_1"
13707532 "CHG" 0 2 2 "119_1_r1" "119_1"
13707534 "CHG" 0 15 15 "119_1_r1" "119_1"
13707538 "CHG" 0 2 2 "119_1_r1" "119_1"
13707540 "CHG" 0 15 15 "119_1_r1" "119_1"
13707547 "CHH" 1 15 14 "119_1_r1" "119_1"
13707548 "CHH" 0 15 15 "119_1_r1" "119_1"
13707551 "CHH" 0 2 2 "119_1_r1" "119_1"
13707552 "CHH" 0 2 2 "119_1_r1" "119_1"
13707554 "CHH" 0 2 2 "119_1_r1" "119_1"
13707559 "CHH" 0 3 3 "119_1_r1" "119_1"
13707562 "CHH" 0 13 13 "119_1_r1" "119_1"
13707568 "CHH" 0 13 13 "119_1_r1" "119_1"
13707572 "CHG" 0 4 4 "119_1_r1" "119_1"
13707574 "CHG" 0 17 17 "119_1_r1" "119_1"
13707584 "CHH" 0 3 3 "119_1_r1" "119_1"
13707587 "CHG" 0 2 2 "119_1_r1" "119_1"
13707589 "CHG" 0 18 18 "119_1_r1" "119_1"
13707601 "CHH" 0 3 3 "119_1_r1" "119_1"
13707602 "CHH" 1 3 2 "119_1_r1" "119_1"
13707603 "CHH" 0 3 3 "119_1_r1" "119_1"
13707609 "CHH" 1 5 4 "119_1_r1" "119_1"
13707610 "CHH" 0 5 5 "119_1_r1" "119_1"
13707613 "CHG" 0 5 5 "119_1_r1" "119_1"
13707615 "CHG" 0 26 26 "119_1_r1" "119_1"
13707617 "CG" 0 6 6 "119_1_r1" "119_1"
13707618 "CG" 0 30 30 "119_1_r1" "119_1"
13707619 "CHG" 0 6 6 "119_1_r1" "119_1"
13707621 "CHG" 0 33 33 "119_1_r1" "119_1"
13707624 "CHH" 0 6 6 "119_1_r1" "119_1"
13707625 "CHH" 0 6 6 "119_1_r1" "119_1"
13707626 "CHH" 0 6 6 "119_1_r1" "119_1"
13707633 "CHH" 0 8 8 "119_1_r1" "119_1"
13707636 "CHH" 0 43 43 "119_1_r1" "119_1"
13707641 "CHH" 0 9 9 "119_1_r1" "119_1"
13707648 "CHH" 0 45 45 "119_1_r1" "119_1"
13707655 "CHH" 0 47 47 "119_1_r1" "119_1"
13707658 "CHH" 0 11 11 "119_1_r1" "119_1"
13707663 "CHH" 0 10 10 "119_1_r1" "119_1"
13707670 "CHH" 0 12 12 "119_1_r1" "119_1"
13707672 "CHH" 1 12 11 "119_1_r1" "119_1"
13707675 "CHH" 0 40 40 "119_1_r1" "119_1"
13707679 "CHH" 0 39 39 "119_1_r1" "119_1"
13707684 "CHH" 0 38 38 "119_1_r1" "119_1"
13707690 "CHH" 0 10 10 "119_1_r1" "119_1"
13707692 "CHH" 0 10 10 "119_1_r1" "119_1"
13707701 "CHH" 0 30 30 "119_1_r1" "119_1"
13707703 "CHH" 0 15 15 "119_1_r1" "119_1"
13707707 "CHH" 1 25 24 "119_1_r1" "119_1"
13707712 "CG" 0 15 15 "119_1_r1" "119_1"
13707713 "CG" 0 23 23 "119_1_r1" "119_1"
13707716 "CHH" 0 15 15 "119_1_r1" "119_1"
13707717 "CHH" 0 15 15 "119_1_r1" "119_1"
13707721 "CHH" 1 19 18 "119_1_r1" "119_1"
13707722 "CHG" 1 17 16 "119_1_r1" "119_1"
13707724 "CHG" 0 19 19 "119_1_r1" "119_1"
13707726 "CHH" 0 18 18 "119_1_r1" "119_1"
13707727 "CHH" 0 18 18 "119_1_r1" "119_1"
13707730 "CG" 0 19 19 "119_1_r1" "119_1"
13707731 "CG" 0 18 18 "119_1_r1" "119_1"
13707733 "CHH" 1 18 17 "119_1_r1" "119_1"
13707735 "CHH" 0 16 16 "119_1_r1" "119_1"
13707736 "CHH" 0 16 16 "119_1_r1" "119_1"
13707740 "CHH" 0 19 19 "119_1_r1" "119_1"
13707743 "CG" 0 21 21 "119_1_r1" "119_1"
13707744 "CG" 0 17 17 "119_1_r1" "119_1"
13707746 "CG" 0 21 21 "119_1_r1" "119_1"
13707747 "CG" 0 18 18 "119_1_r1" "119_1"
13707751 "CHH" 0 19 19 "119_1_r1" "119_1"
13707754 "CHG" 0 23 23 "119_1_r1" "119_1"
13707756 "CHG" 0 19 19 "119_1_r1" "119_1"
13707757 "CG" 0 24 24 "119_1_r1" "119_1"
13707758 "CG" 0 18 18 "119_1_r1" "119_1"
13707762 "CHH" 0 18 18 "119_1_r1" "119_1"
13707763 "CHG" 0 23 23 "119_1_r1" "119_1"
13707765 "CHG" 0 18 18 "119_1_r1" "119_1"
13707766 "CHH" 0 19 19 "119_1_r1" "119_1"
13707767 "CHH" 0 22 22 "119_1_r1" "119_1"
13707769 "CHH" 0 22 22 "119_1_r1" "119_1"
13707770 "CHH" 1 23 22 "119_1_r1" "119_1"
13707772 "CHG" 0 23 23 "119_1_r1" "119_1"
13707774 "CHG" 0 20 20 "119_1_r1" "119_1"
13707776 "CHG" 0 24 24 "119_1_r1" "119_1"
13707778 "CHG" 1 21 20 "119_1_r1" "119_1"
13707779 "CHH" 2 21 19 "119_1_r1" "119_1"
13707781 "CG" 0 24 24 "119_1_r1" "119_1"
13707782 "CG" 0 22 22 "119_1_r1" "119_1"
13707784 "CG" 0 24 24 "119_1_r1" "119_1"
13707785 "CG" 0 22 22 "119_1_r1" "119_1"
13707786 "CHH" 0 24 24 "119_1_r1" "119_1"
13707788 "CG" 0 25 25 "119_1_r1" "119_1"
13707789 "CG" 0 22 22 "119_1_r1" "119_1"
13707791 "CHH" 0 22 22 "119_1_r1" "119_1"
13707793 "CHH" 0 23 23 "119_1_r1" "119_1"
13707795 "CHH" 0 23 22 "119_1_r1" "119_1"
13707796 "CHH" 0 22 22 "119_1_r1" "119_1"
13707800 "CHH" 0 19 19 "119_1_r1" "119_1"
13707801 "CHH" 1 20 19 "119_1_r1" "119_1"
13707803 "CHH" 0 21 21 "119_1_r1" "119_1"
13707805 "CG" 0 21 21 "119_1_r1" "119_1"
13707806 "CG" 0 23 23 "119_1_r1" "119_1"
13707809 "CHH" 0 23 23 "119_1_r1" "119_1"
13707810 "CHH" 0 22 22 "119_1_r1" "119_1"
13707811 "CHH" 0 25 25 "119_1_r1" "119_1"
13707814 "CHG" 0 25 25 "119_1_r1" "119_1"
13707815 "CG" 1 24 23 "119_1_r1" "119_1"
13707816 "CG" 0 20 20 "119_1_r1" "119_1"
13707818 "CHH" 0 25 25 "119_1_r1" "119_1"
13707826 "CHH" 0 26 26 "119_1_r1" "119_1"
13707827 "CHH" 0 27 27 "119_1_r1" "119_1"
13707828 "CHH" 0 27 27 "119_1_r1" "119_1"
13707831 "CHH" 0 26 26 "119_1_r1" "119_1"
13707833 "CG" 0 26 26 "119_1_r1" "119_1"
13707834 "CG" 0 19 19 "119_1_r1" "119_1"
13707835 "CHG" 0 20 20 "119_1_r1" "119_1"
13707837 "CHH" 0 20 20 "119_1_r1" "119_1"
13707838 "CHH" 0 19 19 "119_1_r1" "119_1"
13707840 "CG" 1 29 28 "119_1_r1" "119_1"
13707841 "CG" 0 17 17 "119_1_r1" "119_1"
13707843 "CG" 0 28 28 "119_1_r1" "119_1"
13707844 "CG" 0 18 18 "119_1_r1" "119_1"
13707845 "CHG" 0 20 20 "119_1_r1" "119_1"
13707846 "CHH" 0 20 20 "119_1_r1" "119_1"
13707847 "CHH" 0 19 19 "119_1_r1" "119_1"
13707849 "CHH" 0 19 19 "119_1_r1" "119_1"
13707851 "CHH" 0 19 19 "119_1_r1" "119_1"
13707853 "CHH" 0 19 19 "119_1_r1" "119_1"
13707856 "CG" 1 27 26 "119_1_r1" "119_1"
13707857 "CG" 0 18 18 "119_1_r1" "119_1"
13707858 "CHH" 0 27 27 "119_1_r1" "119_1"
13707860 "CHH" 0 28 28 "119_1_r1" "119_1"
13707863 "CG" 2 27 25 "119_1_r1" "119_1"
13707864 "CG" 0 18 18 "119_1_r1" "119_1"
13707865 "CHG" 0 18 18 "119_1_r1" "119_1"
13707866 "CHH" 0 26 26 "119_1_r1" "119_1"
13707867 "CHH" 0 26 26 "119_1_r1" "119_1"
13707870 "CHH" 0 18 18 "119_1_r1" "119_1"
13707871 "CHH" 0 18 18 "119_1_r1" "119_1"
13707873 "CHH" 0 23 23 "119_1_r1" "119_1"
13707875 "CHG" 0 22 22 "119_1_r1" "119_1"
13707877 "CHG" 0 16 16 "119_1_r1" "119_1"
13707879 "CG" 0 20 20 "119_1_r1" "119_1"
13707880 "CG" 0 16 16 "119_1_r1" "119_1"
13707883 "CG" 0 19 19 "119_1_r1" "119_1"
13707884 "CG" 1 14 13 "119_1_r1" "119_1"
13707886 "CHH" 0 13 13 "119_1_r1" "119_1"
13707887 "CHH" 0 14 14 "119_1_r1" "119_1"
13707888 "CHH" 0 14 14 "119_1_r1" "119_1"
13707893 "CHH" 0 19 19 "119_1_r1" "119_1"
13707897 "CHH" 0 13 13 "119_1_r1" "119_1"
13707899 "CHH" 0 18 18 "119_1_r1" "119_1"
13707900 "CHH" 1 18 17 "119_1_r1" "119_1"
13707906 "CHH" 0 13 13 "119_1_r1" "119_1"
13707909 "CHH" 1 13 12 "119_1_r1" "119_1"
13707910 "CHH" 0 13 13 "119_1_r1" "119_1"
13707918 "CHG" 0 14 14 "119_1_r1" "119_1"
13707920 "CHG" 0 12 12 "119_1_r1" "119_1"
